name,link,location,date
"PHYSICIAN/PA/APRN - URGENT CARE PEDITARICS/PER DIEM",https://www.indeed.com/rc/clk?jk=6ba9643f205694e4&fccid=17184d3281237d62&vjs=3,"Brevard County's best kept secret! Come join us for an exciting career in healthcare!\nThe Brevard Health Alliance is seeking dedicated Urgent Care Physician or Physician Assistant (PA) to fulfill our mission in providing the absolute best health care to the underserved population of Brevard County. We operate eight clinics and a mobile unit from Titusville to Malabar, providing medical, dental, urgent care, behavioral health, OB\u002FGYN and specialty care, and serve over 55,000 patients annually, Our objective is to provide a primary health care home for our patients.\nWe are currently expanding operations in several of our locations. If you are seeking a professional work environment, with competitive salaries, and an outstanding package of benefits, including a 401k plan with matching contributions, you need to apply on our website at bhachc.org\nRequirements for the Urgent Care Physician position are:\nGENERAL EDUCATION QUALIFICATIONS\u002FREQUIREMENTS\nDoctor of Medicine (M.D.) or Doctor of Osteopathic Medicine (D.O.) degree in Family Medicine, Internal Medicine or Pediatrics from an accredited medical school. Board Certified within two (2) years of completion of residency in Family Medicine, Internal Medicine or Pediatrics.\nClear and active Florida Medical License\nActive Drug Enforcement Administration (DEA) License\nMinimum three (3) years of experience as a practicing physician; experience in a primary health care environment, community health center or Federally Qualified Health Center (FQHC) preferred\nCurrent Basic Life Support (BLS) for Healthcare Providers from the American Heart Association\nProficient in Electronic Medical Records (EMR)\nDemonstrates strong oral and written communication skills\nExtensive knowledge of the information and techniques needed to diagnose and treat human injuries, diseases, and ailments. This includes symptoms, treatment alternatives, drug properties, and interactions, and preventative health-care measures\nRequirements for the Urgent Care Physician Assistant (PA) position are:\nGENERAL EDUCATION QUALIFICATIONS\u002FREQUIREMENTS\nMaster of Science in Nursing from an educational institution approved by the Florida Department of Health\nClear and active Florida Physician Assistant licensure\nthree (3) + years' experience of related clinical experience. Experience in a primary health care environment, community health center or Federally Qualified Health Center (FQHC) preferred\nExperience working various outpatient settings\nCurrent Basic Life Support (BLS) for Healthcare Providers from the American Heart Association\nProficient in Electronic Medical Records (EMR)\nDemonstrates strong oral and written communication skills\nAbility to speak and understand the English language to effectively communicate with patients\nExtensive knowledge of physical assessment, differential diagnosis, pathophysiology\nRequirements for the Advanced Practice Registered Nurse (APRN) positions are:\nGENERAL EDUCATION QUALIFICATIONS\u002FREQUIREMENTS\nMaster of Science in Nursing from an educational insitution approved by the Florida Department of Health\nClear and active Florida Advanced Practice Registered Nurse licensure\n3+ years' experience of related clinical experience. Experience in a primary health care environment, community health center or Federally Qualified Health Center (FQHC) preferred\nExperience working in various outpatient settings\nCurrent Basic Life Support (BLS) for Healthcare Providers from the American Heart Association\nProficient in Electronic Medical Records (EMR)\nDemonstrates strong oral and written communication skills\nAbility to speak and understand the English language to effectively communicate with patients\nExtensive knowledge of physical assessment, differential diagnosis, pathophysiology\n*** This position is for Urgent Care Hours: 2:30pm - 11:00pm Monday thru Friday AND 11:00am - 11:00pm Saturday***",
"ARNP ( Plastic Surgery)",https://www.indeed.com/rc/clk?jk=34f50a6fe9febf6f&fccid=90637f1cd721df37&vjs=3,"The PA will coordinate and perform pre-operative assessments, develop and implement treatment plans and provide post-operative care. The PA will evaluate and treat patients in the outpatient setting, provide non-operative care in the inpatient setting and perform consultations and procedures in the emergency department as necessary.\n\nESSENTIAL DUTIES AND RESPONSIBILITIES include the following. Other duties may be assigned.\n\nPerforms initial pre-operative assessment of patients,\nPerforms a detailed medical history and comprehensive physical exam,\nOrders, interprets and performs diagnostic studies, consultations and procedures as necessary,\nManages post-operative patients in the inpatient setting,\nPerforms daily rounds and wound care in the inpatient setting,\nPrepares patients for discharge, including patient and family discharge teaching, continuing care and rehabilitation arrangements, writing discharge prescriptions and confirming follow-up,\nPerforms or assist with plastic surgery consultations and procedures in the emergency department,\nProvides comprehensive plastic surgery care to patients in the outpatient setting, including pre-operative, post-operative and non-operative care, patient counseling, and office-based procedures including tissue expansion, cosmetic injections, and splinting,\nParticipates in the aesthetic clinic.\n\nJOB REQUIREMENTS:\nTo perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed must be representative of the knowledge, skills, minimum education, training, licensure, experience, and\u002For ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.\n\nEDUCATION AND\u002FOR EXPERIENCE:\nThe qualified candidate will possess a Master’s Degree or higher and will have graduated from a Physician Assistant Program accredited by the Accreditation Review Commission on Education for the Physician Assistant (ARC-PA). The qualified candidate will possess current certification from the National Commission for Certification of Physician Assistants (NCCPA), and a New Jersey Physician Assistant license issued by the Fl. Prior plastic surgery experience is preferred. Candidates are required to have current DEA and CDS licenses, as well as current BLS and ACLS certifications. Excellent oral and written communication skills are required. Must be proficient in Microsoft Office products, EPIC, etc.\n\nPHYSICAL DEMANDS:\nLifting, moving patients; light lifting of supply boxes, walking, sitting and standing.\n\nWORK ENVIRONMENT:\nPatient care\u002Fclinical areas.\n\nJob Type: Full-time\n\nSalary: NEG\n\nExperience:\nEpic: 1 year (Required)\nMicrosoft Office: 1 year (Preferred)\n\nEducation:\nMaster's (Required)\n\nLicense:\nPhysician Assistant (Required)",
"APRN / Physician Assistant Bone Marrow Transplant Unit - Gainesville",https://www.indeed.com/rc/clk?jk=1bfaada1f2784fa6&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA Required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA Required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nA minimum of a Master’s degree in advanced nursing practice is required.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nCurrent and clear license as an Advanced Practice Registered Nurse (APRN) in the State of Florida. BLS is required.",
"Cardiovascular Critical Care - APRN or PA",https://www.indeed.com/rc/clk?jk=8b00e6ffacde066e&fccid=11994ad5a40ae7aa&vjs=3,"Opportunities in the Cardiovascular ICU &ndash; AdventHealth Central Florida\nWe are looking for PA&rsquo;s and APRN&rsquo;s to join our growing critical care team. The APP would serve as a member of the cardiovascular critical care team by providing direct clinical services for critically ill adult patients with cardiac or multi-system failure.\nEssential Duties and Responsibilities: The APP would be expected to complete the following under physician direction and within the credentialing standards of the Hospital: (other duties as assigned)\nObtain patient health histories and complete physical examinations and documents findings\nOrder and interpret appropriate diagnostic and laboratory tests, explaining the necessity, preparation, nature and anticipated effects of procedure(s) to patients, patient's family, staff and healthcare learners.\nFormulates and implements a treatment plan for acute illness management in collaboration with the designated primary supervising physician and\u002For attending back-up physician(s) and documents as necessary\nAssesses patients for changes in status and institutes appropriate interventions, including initiation of necessary emergency interventions to stabilize patient.\nProcedures performed but not limited to: Chest Tubes, inserts and manages arterial catheters, central venous catheters, pulmonary artery catheters, temporary pacemakers, CPR, airway management including bag and mask ventilation, endotracheal intubation and defibrillation\nParticipates and assists with the pre-, peri-, and postoperative management of the cardiac transplant, ventricular assist device, and ECMO patient in the OR and ICU&rsquo;s.\nPerforms and participates in quality\u002Fperformance improvement activities and clinical research.\nParticipates in and supports accreditation, compliance, and regulatory activities of the organization.\nSchedule Details:\nAbility to provide in-hospital coverage on a rotating shift basis.\nHours are either 5 AM &ndash; 5 PM (Day), or 5 PM to 5 AM (night)\n14 (12 hour) shifts required per month\nThe shifts will include days, nights, two weekends per month and holiday rotation.\nExperience and Requirements:\nExperience with transplant patients, L-VAD, Circulatory Assist Device, CBG&rsquo;s\nECMO experience (preferred)\nMaster&rsquo;s Degree in Physician Assistant Studies or Nursing with Acute Care Certification\nBoard Certification through NCCPA, ANCC or AACN or equivalent\nBLS, ACLS, CALS, FCCS, ATLS certifications or eligible\n1-2 years&rsquo; experience as a PA or APRN in one of the following: Cardiac Surgery, Cardiac ICU or Cardiovascular ICU\nEmployment Perks:\nCompetitive salary with annual incentive and extra shift potential\n403(b) plan with employer contribution\nCME allowance\nPaid Occurrence Based Malpractice\nFirst day health insurance with extremely low healthcare premiums\nRelocation assistance\n\nThis facility is an equal opportunity employer and complies with federal, state and local anti-discrimination laws, regulations and ordinances.",
"Physician assistant general surg pr 1",https://www.indeed.com/rc/clk?jk=a311e0990134bf1c&fccid=aead938414e5ebbb&vjs=3,"BASIC FUNCTION:\nPromotes and maintains health by providing medical services under the supervision of physicians.\nSUPERVISORY ACCOUNTABILITY: None\nNATURE AND SCOPE:\nThe Physician Assistant will be involved with the care of the patient in any role which the supervising physician deems proper and consistent with applicable law, medical center regulations, and delineation of privileges, in combination with training, knowledge, skills and experience of the physician assistant.\nPRINCIPAL ACCOUNTABILITIES:\nSupports the mission, vision and values of the hospital.\nResponsible for working in a safe and protective manner at all times, keeping in mind that safety and environmental hazards are the responsibility of all employees for themselves, other staff members and patients.\nContributes to physician's effectiveness by identifying short-term and long-range patient care issues that must be addressed; providing information and commentary pertinent to deliberations; recommending options and courses of action; implementing physician directives.\nAssesses patient health by interviewing patients; performing physical examinations; obtaining, updating, and studying medical histories.\nDetermines abnormal conditions by administering or ordering appropriate tests, and laboratory studies; interpreting test results.\nDocuments patient care services by charting in patient and department records.\nPerforms therapeutic procedures by administering injections and immunizations; suturing; managing wounds and infections.\nInstructs and counsels patients by describing therapeutic regimens; giving normal growth and development information; discussing family planning; providing counseling on emotional problems of daily living; promoting wellness and health maintenance.\nProvides continuity of care by developing and implementing patient management plans.\nMaintains safe and clean working environment by complying with procedures, rules, and regulations.\nProtects patients and employees by adhering to infection-control policies and protocols.\nContributes to team effort by accomplishing related results as needed.\nConsults with physicians as needed and refers to physicians for more complicated medical cases or cases that are not a routine part of a PA&rsquo;s scope of work.\nPerforms other duties as assigned by the supervising physician and\u002For the director of operations, physicians&rsquo; network.\nCORE COMPETENCIES:\nAdapts to and accepts the need for change.\nUnderstands, communicates and supports the department&rsquo;s and hospital&rsquo;s vision.\nComplies with federal, state, and local legal and professional requirements by studying existing and new legislation; anticipating future legislation; enforcing adherence to requirements; advising management on needed actions.\nAbility to interface and communicate effectively in a clear and concise manner with all levels of employees, managers, vendors, consultants, and physicians.\nMaintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.\nAbility to maintain confidentiality at all times.\nMaintains good relationships with patients and other staff members. Works well with other people.\nDemonstrates ability to effectively deal with difficult customers (e.g., patients, co-workers, physicians, visitors, auxilians). Defuses problems.\nMust be able to communicate clearly with staff and patients both verbally and in writing.\nMust be able to hear and communicate on the telephone.\nMust have manual dexterity and visual acuity to use medical and office equipment.\nMaintains current knowledge of trends in the healthcare field.\nMust have basic computer skills.\nMINIMUM REQUIREMENTS:\nBachelor&rsquo;s Degree required.\nGraduate of accredited physician assistant program required.\nCurrent license to practice as a Physician Assistant in Florida required.\nCurrent BLS Certification required from American Heart Association or American Red Cross.\nMinimum of two (2) years&rsquo; experience in Physician Assistant&rsquo;s role preferred.\n\nCCIRH IS A DRUG AND NICOTINE FREE WORKPLACE\n\nThe policy of Cleveland Clinic and its system hospitals (Cleveland Clinic) is to provide equal opportunity to all of our employees and applicants for employment in our tobacco free and drug free environment. All offers of employment are followed by testing for controlled substance and nicotine. Job offers will be rescinded for candidates for employment who test positive for nicotine. Candidates for employment who are impacted by Cleveland Clinic&rsquo;s Smoking Policy will be permitted to reapply for open positions after 90 days. Decisions concerning employment, transfers and promotions are made upon the basis of the best qualified candidate without regard to color, race, religion, national origin, age, sex, sexual orientation, marital status, ancestry, status as a disabled or Vietnam era veteran or any other characteristic protected by law. Information provided on this application may be shared with any Cleveland Clinic facility.\n\nCleveland Clinic is pleased to be an equal employment employer: Women\u002FMinorities\u002FVeterans\u002FIndividuals with Disabilities",
"PHYSICIAN&#039;S ASSISTANT/APRN CT Surg",https://www.indeed.com/rc/clk?jk=0b17b02b176f2f01&fccid=963f7dd4e6d0d7c0&vjs=3,"This position works in the CT Cardiothoracic Surgery Division within the USF Department of Surgery. The primacy purpose of this position is to treat patients both independently and in a team environment with our Faculty. The duties range from outpatient clinic appointments to procedures and first assist in the operating room.\n\nNote: Must successfully demonstrate competencies within job position.\n\nPosition Requirements\nEducational Requirements: This position requires graduation from an accredited Physician Assistant o r A P R N degree program and certification as outlined in Florida Statutes 458 and 459 and Florida Administrative Code, Chapter 64.\nKnowledge of clinical systems, such as EPIC a plus. BLS\u002FAED is required and must be maintained.\n\nExperience Requirements: Preferred qualifications: At least 3 years of surgery experience (assessing, treating and documenting patient visit).\n\nRequirements reflect the minimum level necessary to be eligible for this position. Equivalent combinations of education and experience may be considered.\n\n\nCustomer Service Performance\nCUSTOMER SERVICE PERFORMANCE EXPECTATIONS: Courteous and helpful behavior towards patients, physicians, coworkers and external customers; professional and efficient verbal and written communications; accomplishing tasks through teamwork and initiative; and ensuring a timely and thorough response to complaints and\u002For critiques, and anticipating the needs of all you come in contact with.\n\nPhysical Demands\nAbility to lift twenty (20) pounds. Moving, lifting or transferring of patients may involve lifting of up to fifty (50) pounds, as well as assist with weights of more than one-hundred (100) pounds. Ability to stand for extended periods. Fine motor skills. Visual acuity. The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is regularly required to sit and stoop, stand and talk or hear. The employee is frequently required to walk; use hands to finger, handle, or feel; and reach forward with hands and arms. The employee is occasionally required to, kneel, or crouch. The employee must frequently lift and\u002For move up to 20 pounds and occasionally lift or move 50 lbs. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and ability to adjust focus.\n\nSpecial Instructions to Applicants\n\nLocation HARBOURSIDE-DAVIS IS\n\nDepartment Name SURGERY\n\nWork Schedule Summary\n\nSpecific Duties and Responsibilities\nPercentage 90\n\nDuties\nClinical activities\nFirst assist in operating room in cardiothoracic surgical cases, heart and lung transplants and VADs1:3 call schedulePerforms endoscopic vein harvesting and radial artery harvesting.Provides pre- and post-procedure education, assessment and care of patientsObtain the History and Physical Examination, ordering and interpreting diagnostic and therapeutic test\u002Fprocedures in coordination with Faculty supervising physician.Manages medical problems; initiates, monitors and alters therapies; orders diagnostic tests and prescribes therapeutic medication in coordination with Faculty supervising physician, fellows, residents and advanced practice providers.Regularly confers with faculty physicians regarding diagnosis, treatment, best form of therapy projected, and alerts physicians to abnormal findings.Returns patient phone calls, renews prescriptions, coordinates rehabilitative therapy and assesses post-procedure problems.Coordinates full spectrum of patient care including patient education and follow-up care instructions and provisions for continuity of care after discharge.Provide outpatient clinic care including evaluation of new patients, established patients and post op careAssist and coordinate patient care with advanced practice providers, transplant coordinators and inpatient nursing staff in the care of patients at Tampa General HospitalDocumentation of all orders, procedures and progress notes on the patient&rsquo;s electronic medical record.\n\nSpecific Duties and Responsibilities\nPercentage 10\n\nDuties\nRepresents and supports the mission, philosophy and goals of the Department.\n\nParticipates in clinical and education objectives required for licensure, certification and credentialing.\nResponsible for assisting in development, implementing and maintaining established departmental and hospital policies and procedures, including quality assurance, environmental, HIPAA, and infectious control regulations.",
"APRN / Physician Assistant Surgical Critical Care Unit - Gainesville",https://www.indeed.com/rc/clk?jk=6cbc0dbcf8955ff9&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA Required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA Required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nA minimum of a Master’s degree in advanced nursing practice is required.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nCurrent and clear license as an Advanced Practice Registered Nurse (APRN) in the State of Florida. BLS is required.",
"PHYSICIAN ASST CERT",https://www.indeed.com/rc/clk?jk=86897649ed5fbff6&fccid=5c06aeefddf51d3b&vjs=3,"Physician Assistant \u002F Nurse Practitioner &ndash; GI Tumor Department\nBased in the Moffitt Medical Group (MMG) GI Tumor Department, the Physician Assistant or Nurse Practitioner provides patient care under the auspices of the MMG, and serves as member of the academic medical enterprise; advancing the institutional mission of contributing to the prevention and cure of cancer.\nPosition Highlights:\nAssists physicians with the evaluation, management and treatment of a wide spectrum of patients with different medical problems, procedures and co-morbidities.\nWorks within a defined scope of practice and under the authority of supervising physician(s) or by specific protocol(s).\nThe Ideal Candidate:\nClinical professional who demonstrates a passion for our mission, and who takes pride in delivering world class patient care in a collaborative, learning environment.\nThe successful candidate will be a superior communicator, an engaged team member, and a knowledgeable, patient focused provider.\nResponsibilities:\nProvides patient care as a member of an interdisciplinary team, working with many specialists to coordinate and optimize patient care.\nCorrelates subjective and objective data to formulate a differential or working diagnosis.\nFormulates treatment plans for medical conditions within scope of practice.\nMay perform minor surgical procedures within scope of practice.\nPrescribes oral and IV medications when appropriate, within the scope of practice.\nDocuments patient care in accordance with medical staff rules.\nCredentials and Qualifications:\nBachelor's degree at minimum; master's degree preferred.\nGraduate of an accredited Advanced Registered Nurse or Physician Assistant program.\nActive FL medical license (or the ability to obtain one) and certification by the appropriate accreditation body.\nActive BLS.\nExperience in oncology or general internal medicine; field-specific experience preferred.\n\nLocation: H. Lee Moffitt Cancer Center &amp; Research Institute &middot; GI Tumor\nSchedule: Full Time, Day Shift, M-F 8-5",
"Resource Advanced Practice Provider (NP or PA), Pool",https://www.indeed.com/rc/clk?jk=05cb6a63f84d0db9&fccid=81f6d74938ba8553&vjs=3,"Resource Advanced Practice Provider (NP or PA), Pool\n\nOrlando Health is one of Florida&rsquo;s most comprehensive private, not-for-profit healthcare systems providing access to nearly two million Central Florida residents and has provided care for more than 4,600 international visitors annually. Our physician practices, diagnostic centers, hospitals and advanced medical treatments and procedures, along with our highly qualified team of medical specialists, have distinguished Orlando Health as a healthcare leader. We are one of Central Florida&rsquo;s largest employers with more than 15,000 employees and nearly 3,000 affiliated physicians supporting our philosophy of providing a continuum of care that revolves around patients&rsquo; needs. As a leading healthcare resource, providing world-class medical care as well as training our future healthcare providers, Orlando Health will continue to foster growth and development throughout the region for generations to come. We are looking for talented individuals to be part of our team. Arnold Palmer Hospital is seeking a Resource Advanced Practice Provider (NP or PA), Pool.\n\nThe Resource APP is employed to meet the needs of the hospital in regards to gaps of employment due to an APP&rsquo;s medical leave or staffing deficit. The Resource APP will be deployed to those units or practices as needed to provide coverage to lessen the burden on other providers, and continue necessary patient access for those specialty areas. The position will be covering for all Advanced Practice Providers within 15 pediatric medical sub specialties, and has the ability to cover inpatient and outpatient requests.\n\n\nEducation\u002FTraining\n\nGraduate of accredited physician assistant program or has obtained an MSN or DNP degree from an accredited nursing school.\n\nCompleted a pediatric primary care and\u002For pediatric acute care track within MSN program.\n\n\nExperience\nTwo years of pediatric experience as an APP desired.\n\nLicensure\u002FCertification\n\nCurrent licensure in State of Florida.\nMaintains NCCPA (National Commission on Certification of Physician Assistants).\n\nMaintains APRN License and Certification as required by the state of Florida.\nMaintains BLS &amp; PALS certification as required by department.",
"Medical Assistant Physicain Associates Pediatric Practice in Windermere",https://www.indeed.com/rc/clk?jk=a9b645f91df75f44&fccid=81f6d74938ba8553&vjs=3,"Medical Assistant Physicain Associates Pediatric Practice in Windermere - Orlando Health Physicians\nOrlando Health is one of Florida&rsquo;s most comprehensive private, not-for-profit healthcare systems providing access to nearly two million Central Florida residents and has provided care for more than 4,600 international visitors annually. Our physician practices, diagnostic centers, hospitals and advanced medical treatments and procedures, along with our highly qualified team of medical specialists, have distinguished Orlando Health as a healthcare leader. We are one of Central Florida&rsquo;s largest employers with more than 15,000 employees and nearly 3,000 affiliated physicians supporting our philosophy of providing a continuum of care that revolves around patients&rsquo; needs. As a leading healthcare resource, providing world-class medical care as well as training our future healthcare providers, Orlando Health will continue to foster growth and development throughout the region for generations to come. We are looking for talented individuals to be part of our team.\nPhysician Associates (Windermere) Pediatric practice, a part of Orlando Health, is seeking a full-time certified medical assistant to join their team! The qualified applicants must meet the following requirements:\nEducation:\nHigh School diploma or GED\nSuccessful completion of Medical Assistant training from an approved technical school required\nLicensure\u002FCertification:\nMaintains current BLS Healthcare Provider Certification-and\nMaintains current certification by one of the following agencies:\nCertified Medical Assistant (CMA) by the American Association of Medical Assistants (AAMA) (www.aama-ntl.org)\nRegistered Medical Assistant (RMA) by American Medical Technologists(AMT) (www.amt1.com)\nCertified Clinical Medical Assistant (CCMA) by National Healthcareer Association (NHA) (www.nhanow.com)\nNational Certified Medical Assistant (NCMA) by National center for Competency Testing (NCCT) (www.ncctinc.com)",
"Medical Assistant, Physcian Associates a part of Orlando Health",https://www.indeed.com/rc/clk?jk=74cda0aa2571fd34&fccid=81f6d74938ba8553&vjs=3,"Medical Assistant, Physcian Associates a part of Orlando Health - Orlando Health Physician Associates\nOrlando Health is one of Florida&rsquo;s most comprehensive private, not-for-profit healthcare systems providing access to nearly two million Central Florida residents and has provided care for more than 4,600 international visitors annually. Our physician practices, diagnostic centers, hospitals and advanced medical treatments and procedures, along with our highly qualified team of medical specialists, have distinguished Orlando Health as a healthcare leader. We are one of Central Florida&rsquo;s largest employers with more than 15,000 employees and nearly 3,000 affiliated physicians supporting our philosophy of providing a continuum of care that revolves around patients&rsquo; needs. As a leading healthcare resource, providing world-class medical care as well as training our future healthcare providers, Orlando Health will continue to foster growth and development throughout the region for generations to come. We are looking for talented individuals to be part of our team.\nPhysician Associates, a part of Orlando Health, is seeking a full-time certified medical assistant to join their team! The applicant will float to different practice locations. The qualified applicants must meet the following requirements:\nEducation:\nHigh School diploma or GED\nSuccessful completion of Medical Assistant training from an approved technical school required\nLicensure\u002FCertification:\nMaintains current BLS Healthcare Provider Certification-and\nMaintains current certification by one of the following agencies:\nCertified Medical Assistant (CMA) by the American Association of Medical Assistants (AAMA) (www.aama-ntl.org)\nRegistered Medical Assistant (RMA) by American Medical Technologists(AMT) (www.amt1.com)\nCertified Clinical Medical Assistant (CCMA) by National Healthcareer Association (NHA) (www.nhanow.com)\nNational Certified Medical Assistant (NCMA) by National center for Competency Testing (NCCT) (www.ncctinc.com)",
"Nurse Practitioner / Physician Assistant Community Health Family Medicine Clinic - Old Town",https://www.indeed.com/rc/clk?jk=39d807bfe936835c&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA Required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA Required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nA minimum of a Master’s degree in advanced nursing practice is required.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nCurrent and clear license as an Advanced Practice Registered Nurse (APRN) in the State of Florida. BLS is required.",
