Title,Link,Description,date,Summary,Email,ContactAddress,Time
"Physician Assistant",https://www.indeed.com/rc/clk?jk=2baab364de0904f2&fccid=0c3862e13d215ca3&vjs=3,"Immediate full-time Physician Assistant position in a urgent care located in Melbourne. Doccs Urgent Care is looking for a candidate ready to bring their skill set, learn and grow with our organization and stay with us long term. Candidate should have an appreciation for patient\u002Fcustomer satisfaction, and the ability to work in a fast-paced, high volume clinic. Pay is based on experience. Please send resume to email address. Job Types: Full-time, ContractExperience:physician assistant: 1 year (Preferred)Location:Melbourne, FL 32935 (Required)Work authorization:United States (Required)Shifts:Morning (Preferred)Evening (Preferred)Work Location:One locationEMR Used:Not listed \u002F OtherRelocation Assistance Provided:NoMedical Specialty:Urgent CareInternal Medicine",,,,,
"Certified Chiropractic Physician Assistant",https://www.indeed.com/rc/clk?jk=e88dcebdf0fe5e67&fccid=0b27b9067d5b4a1b&vjs=3,"Description:\nComplete Care is a multi disciplinary practice serving patients who have been injured in auto accidents. Complete Care and its family of Practices are characterized by core competencies of cultural, clinical and operational Excellence. We strive to meet every patients' individual needs with skillfulness and professionalism.\n\nIntegrative Physical Medicine has a need for a Licensed Certified Chiropractic Physician Assistant. Candidate must be a licensed CCPA in Florida and\u002For be an unlicensed Chiropractor eligible to apply for CCPA licensure.\n\nOffice Hours:\nMonday 8:00am-11am and 3:00pm-6pm\nTuesday 12:30-7:00pm\nWednesday 7:30am-11am and 3:00pm-6pm\nThursday 12:30-7:00pm\nFriday 7am-1pm\n\nBenefits include:\nCompetitive salary based on skill and experience\nAccrued PTO\nAdvanced training\nPaid holidays\nNewly licensed applicants are encouraged to apply\nEligible for Chiropractor Physician positions within our clinic as they become available, once Chiropractic license is obtained.\n\nHistory- After witnessing a lack of proper assessment and support for patients that have been involved in an accident we saw a dire need in the community for clinics and doctors who would provide excellent evaluation and treatment of their injuries and the support needed to guide them through the process. This is what led to the family of practices that is Complete Care. Complete Care consists of Integrative Physical Medicine, Centers for Imaging, and Interventional Associates. Together they provide patients with immediate access to chiropractic care, physiotherapy, state of the art imaging, interventional pain management and orthopedic specialists.\n\nIntegrative Physical Medicine- IPM offers chiropractic care, physiotherapy, and comprehensive testing. In each clinic there is an experienced and trained staff eager to help. Our Chiropractic Physicians evaluate, treat, and make appropriate referrals for each patient. We have designated Case Managers who provide support and answer any questions. Our trained doctors and Chiropractic Assistants help each patient with their prescribed therapies and medical equipment. Each administrative staff member provides excellent customer service and a welcoming atmosphere.\n\nCenters for Imaging- CFI is one of the most advanced MRI practices offering cutting edge technologies in a relaxed and caring atmosphere. CFI has MRI, Digital Motion X-ray, and DTI for the diagnosis of traumatic brain injuries. Our team of trained MRI technicians and experienced diagnostic radiologists strive to improve the healthcare experience for our patients by providing skilled execution and comprehensive review of all imaging.\n\nInterventional Associates- IA was opened to provide expedient orthopedic evaluation and treatment that focuses on proper diagnosis with treatments from minimally invasive procedures to spine and extremity surgeries. Our team includes an experienced spine surgeon, extremity surgeon and interventional pain management specialists. Our trained medical assistants help patients during any recommended procedures while our Case Managers provide support and explanation of any questions and billing inquires.\n\nRequirements:\nDaily Responsibilities include (but not limited to):\nPerforming and\u002For assisting with patient exams\nTaking x-rays (if x-ray certified)\nPerforming other diagnostic tests, such as computerized ROM and muscle testing\nAssisting with proper documentation\nPhysiotherapy Exercise Instruction",,,,,
"Physician Assistant / Interventional Radiology",https://www.indeed.com/rc/clk?jk=c3d58fb4eb5a7d3e&fccid=c17a26d1cc337f4f&vjs=3,"Busy 20+ Radiologists radiology group private practice, located in Gainesville Florida, is seeking a certified physician assistant to join our team of existing PA's.\nResponsibilities include:\nHistory and physicals, consults, follow-ups\nInvasive procedures such as myelograms, lumbar punctures, arthrograms, PICC lines, hemodialysis catheters, biopsies, thoras, paras, chest tubes, etc.\nOther fluoroscopy exams such as GI studies\nThe desired candidate will be a self-motivated individual with strong clinical and communication skills. Previous surgical and\u002For radiology experience is a plus and Florida license is mandatory. On the job training will be provided for familiarization purposes. Rotating call schedule applies for IR at the local hospital.\nExcellent work hours, competitive salary and benefits package available.",,,,,
"HF-Physician Assistant - Thoracic Services FT",https://www.indeed.com/rc/clk?jk=5a6212c940d19e96&fccid=d34851713cf5135f&vjs=3,"Description\nUnder administrative and physician guidance the Physician Assistant (PA) will provide comprehensive primary care services, acute care services, and extended care services in medicine for individuals and their families. Responsibilities include, but are not limited to, physical exams, diagnose and treat diseases and injuries, order and interpret tests, counsel on preventive health, and write prescriptions. Will have prescriptive authority in the state of Florida under a practice agreement with a supervising physician. Supports the quality of care, coordination of care and throughput of patients who have acute coronary disease, have undergone surgical or interventional procedures in the hospital with primary focus on clinical services. Responsible for coordinating delivery of patient care in collaboration with the Cardiovascular Surgeons and Cardiologists. Actively participates in outstanding customer service and accepts responsibility in maintaining relationships that are equally respectful to all.\nAssess patient health status through physical exam reviews patient history, diagnostic tests and procedures and review labs and other critical data.Diagnose acute and chronic conditions affecting all organs systems.Initiate orders for medications, laboratory, and other diagnostic testing and medical treatments on appropriate forms.Prescribe interventions and performs therapeutic measures to ensure the appropriate individualized plan of care is implemented. Apply knowledge of age-specific needs i.e.: pediatric adolescents, adult and geriatric patients related to plan of care interventions and patient responses to care.Perform interventions in accordance with the patient&rsquo;s care plan to include, but not limited to pulling chest tubes, pulling pacing wires, insertion of intravenous lines according to scope of practice and draining fluid from lung spaces and tissue as needed and according to credentials.Attend medical rounds with surgeon, and pharmacist. Coordinate treatment plan with other caregivers.Lead efforts to reduce waste and promote efficient processes within the inpatient hospital environment particularly cardiovascular care. This includes leading, developing and enthusiastically engaging in performance improvement projects such as length of stay, reducing in complications including infections and stroke as well as renal injury post procedure\u002Fsurgery. All midlevel providers must lead one performance improvement project per year relating to cardiovascular.Write and\u002For dictate progress notes, procedure notes, history and physical examination, transfers\u002Fdischarge summaries in accordance with medical policies.Evaluate the processes and outcomes to enhance the delivery of excellent, cost-effective health care.\nQualifications\n\nKNOWLEDGE AND SKILLS REQUIRED:Strong interpersonal skills, excellent conflict resolution and communication skills requiredAbility to multi-task on a variety of tasks and projectsCompetent with electronic order entry and documentation within the Electronic Health Records\nKNOWLEDGE AND SKILLS PREFERRED:Cardiovascular SurgeryThoracic SurgeryAdvanced Heart Failure Patient Population\nEDUCATION AND EXPERIENCE REQUIRED:Graduate from a Physician Assistant program approved by the Accreditation Review Commission on Education for the Physician Assistant (ARC-PA), the successor program to CAAHEPExperience in cardiovascular acute care; examples of this include, but are not limited to: Cardiac Surgery ICU, Cardiac Cath Lab, Cardiac Surgery Operating Room and Heart and Lung Transplant\nEDUCATION AND EXPERIENCE PREFERRED:Masters in health-related fieldManagement of patients both pre- and post-implantation for Ventricular Assist Devices and Extracorporeal membrane oxygenation (ECMO)Management of patients undergoing Trans catheter Valve proceduresPublic speaking experienceTeaching\u002FPreceptor experiencePublished in peer reviewed journalsResearch involving Acute Coronary disease states\nLICENSURE, CERTIFICATION, OR REGISTRATION REQUIRED:Current State of Florida State Physician Assistant licensePhysician Assistants-Certified (PA-C)Basic Life Support (BLS) CertificationAdvanced Cardiac Life Support (ACLS) Certification\n\n\nThis facility is an equal opportunity employer and complies with federal, state and local anti-discrimination laws, regulations and ordinances.",,,,,
"Physician Assistant",https://www.indeed.com/rc/clk?jk=a3e434b339e84381&fccid=1cf93a750b76b445&vjs=3,"1. Obtaining and legibly recording a detailed medical history of each patient including, but not limited to, the patient's chief complaint, his\u002Fher present condition, the patient's individual history and his\u002Fher family history;\n2. Performing as indicated, complete physical examinations of each patient including, but not limited to, examination of the head, eyes, ears, nose, throat, abdomen; and all systems of the body including but not limited to, the circulatory, reproductive and nervous system;\n3. Analyzing reports and\u002For findings of tests and personal examinations in order to assess the medical condition of the patient, including diagnosing his\u002Fher injury or illness and formulating a prognosis;\n4. Effectively communicating with patients and other healthcare staff to manage patient care;\n5. Referring the patient to other physicians or appropriate resources when and if needed;\n6. Prescribing medication and treatment for the patient and recommending appropriate physical and dietary routines and methods for prevention of disease and maintaining personal hygiene;\n7. Performing all services in the Agreement in a manner that is consistent with the standards of medical practice in the community;\n8. Performing such clinical procedures as are consistent with Physician's prior practice patterns and trainings;\n9. When and if needed, performing or supervising various invasive medical procedures that include, but are not limited to, the injection of medications, inoculations, and vaccinations;\n10. Keeping and maintaining appropriate records relating to all professional services rendered;\n11. Preparing and attending to all reports, claims, and correspondence necessary and appropriate to the performance of the professional services and ensuring that records and documentation are in compliance with Federal and State regulations;\nTimely reporting births, deaths, outbreak of contagious diseases and other information required to appropriate governmental authorities and as required for THE &quot;CORPORATION's&quot; reporting;\n14. Directly supervising medical assistants and other personnel in accordance with Bayside Urgent Care Center's policies, procedures and applicable laws and regulations. Supervisory responsibilities may include but are not limited to, patient care, interviewing, hiring and training new assigned staff; assigning and directing work; appraising performance; rewarding and disciplining employees; addressing complaints and resolving problems;\n15. Being available to perform his\u002Fher professional services during Bayside Urgent Care Center's office hours for the number of hours specified.\n16. Following all policies and procedures of Bayside Urgent Care Center, including Code of Conduct and Corporate Compliance Program.\n If you are interested in applying for this position at our center, please fill out the employment application and fax to (727) 441-5008, or mail to Bayside Urgent Care Center, Inc. 1001 S. Ft. Harrison Ave. Suite 101 Clearwater, FL 33756 or email to the address provided in the links below, along with a copy of your resume or CV.\n\nComplete the application and email it along with your CV to physicianapp@baysideurgentcarecenter.com",,,,,
"Physician&#039;s Assistant (PA)",https://www.indeed.com/rc/clk?jk=63ad0bcc82c6312a&fccid=443e5d03d39ff682&vjs=3,"We are looking for a Physician's Assistant for our medical practice to see patients for weight loss, hormone replacement, internal medicine \u002F primary care, and to see patients with the VA. Our ideal candidate would be available Monday's 9-5pm and Tuesday's 9-7:30pm. Experience in internal medicine or primary care preferred but not required. Credentialed with insurance companies preferred but not required. Experience with joint injections would be helpful. We would love to find a practitioner who is upbeat, positive, a team player, and can practice independently within the scope of their practice. We have been in business for over 10 years and we are currently looking to expand into the internal medicine practice. Please send CV.Job Type: Part-timeSalary: $40.00 to $55.00 \u002FhourWork Location:One locationHours per week:10-19Medical Specialty:Primary CareInternal Medicine",,,,,
"APRN/Physician Assistant Neonatology ICU- Extender Services- Gainesville",https://www.indeed.com/rc/clk?jk=665df40ca33c90f7&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA Required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA Required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nA minimum of a Master’s degree in advanced nursing practice is required.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nCurrent and clear license as an Advanced Practice Registered Nurse (APRN) in the State of Florida. BLS is required.",,,,,
"Physician Assistant / APRN Pediatric Hematology-Oncology Hospital/Clinic - Gainesville",https://www.indeed.com/rc/clk?jk=a0e0963ba8d0d154&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA required. Acute Care ARNP or PA required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nMinimum: Bachelor’s Degree from an Accredited PA program and National Board Certification; Master’s degree from Accredited PA program preferred.\n--or--\nBachelor’s degree in Nursing and Graduate from a school of nursing for Advanced Practice Nursing with certification in area of specialty; Master’s degree in Nursing preferred.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nFlorida ARNP\u002FPA license and BLS are required.",,,,,
"Physician Assistant / APRN Pediatrics - Gainesville",https://www.indeed.com/rc/clk?jk=1ed78614c345a12b&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA required. Acute Care ARNP or PA required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nMinimum: Bachelor’s Degree from an Accredited PA program and National Board Certification; Master’s degree from Accredited PA program preferred.\n--or--\nBachelor’s degree in Nursing and Graduate from a school of nursing for Advanced Practice Nursing with certification in area of specialty; Master’s degree in Nursing preferred.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nFlorida ARNP\u002FPA license and BLS are required.",,,,,
"NURSE PRACTITIONER/PHYSICIAN ASSISTANT",https://www.indeed.com/rc/clk?jk=0be7fe3a13d91e3e&fccid=963f7dd4e6d0d7c0&vjs=3,"The APRN or PA will perform professional care according to established standards and practice and in accordance with the Florida Statutes. The APRN or PA will assist USF Cardiology faculty in the evaluation, management, and treatment of cardiology patients being evaluated at Tampa General Hospital. The APRN or PA is responsible for the treatment of patients in the acute care setting (ED, observation, and inpatient units) within the scope of practice permitted under Florida law. The APRN or PA may, within a framework of established protocols and collaborative practice agreements, initiate, monitor, and alter drug therapy, initiate appropriate therapies in certain conditions, and perform other acts of diagnosis, treatment, and operation.\n\nPosition Requirements\nEducation, Certification, and Licensing Requirements:\nMSN or MPAS required. Licensed by the State of Florida as an APRN or PA.\n\nAcute Care (ACNP\u002FAGACNP) certification required for nurse practitioners\nExperience Requirements:\n\nPrevious nursing experience (RN) preferred.Previous experience as a nurse practitioner or PA preferred but not required.Previous cardiology experience preferred but not required.\nEquivalent combinations of education and experience will be considered.\nBusiness Skill Requirements:\nMicrosoft officeElectronic medical recordE&amp;M coding\n\nPreferred Attributes:\n\nWe seek a candidate who is excited to independently practice to his or her full scope of certification and education and act as a team leader and resource to our nursing and ancillary staff. As an academic medical department, we routinely translate evidence-based knowledge into practice and encourage participation in scholarly and quality improvement projects.\n\nRequirements reflect the minimum level necessary to be eligible for this position. Equivalent combinations of education and experience may be considered.\n\n\nCustomer Service Performance\nCUSTOMER SERVICE PERFORMANCE EXPECTATIONS: Courteous and helpful behavior towards patients, physicians, coworkers and external customers; professional and efficient verbal and written communications; accomplishing tasks through teamwork and initiative; and ensuring a timely and thorough response to complaints and\u002For critiques, and anticipating the needs of all you come in contact with.\n\nPhysical Demands\nAbility to lift twenty (20) pounds. Moving, lifting or transferring of patients may involve lifting of up to fifty (50) pounds, as well as assist with weights of more than one-hundred (100) pounds. Ability to stand for extended periods. Fine motor skills. Visual acuity. The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is regularly required to sit and stoop, stand and talk or hear. The employee is frequently required to walk; use hands to finger, handle, or feel; and reach forward with hands and arms. The employee is occasionally required to, kneel, or crouch. The employee must frequently lift and\u002For move up to 20 pounds and occasionally lift or move 50 lbs. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and ability to adjust focus.\n\nSpecial Instructions to Applicants\n\nLocation TAMPA GENERAL-DAVIS\n\nDepartment Name Internal Medicine - Cardiovascular Sciences\n\nWork Schedule Summary\n\nSpecific Duties and Responsibilities\nPercentage 75\n\nDuties\nProvides timely, evidence-based, safe, high-quality care and consultation to cardiology patients being evaluated at Tampa General Hospital. Counsels patients in preventative health and cardiovascular risk factor modification. Monitors and manages critically ill patients receiving vasoactive\u002Finotropic support, temporary pacemakers, or other invasive hemodynamic monitoring equipment. Provides pre- and post-procedure education, assessment, and care. Performs procedures such as ILR insertion, TVP removal, or IABP removal as indicated. Performs comprehensive History and Physical Examinations. Autonomously provides care to cardiology patients under general or indirect supervision of a physician. Manages medical problems; initiates, monitors and alters therapies; orders diagnostic tests and prescribes therapeutic medication. Regularly confers with faculty physicians regarding diagnosis, treatment, best form of therapy projected, and alerts physicians to abnormal findings. Triages new consults and patient phone calls, works collaboratively with fellows, residents, and students, renews prescriptions, and coordinates care and procedures. Provides continuity of care to patients and increases patient access to specialized care. Assist and coordinate patient care with nursing, consulting teams, and ancillary staff in collaboration with the attending physician.\n\nSpecific Duties and Responsibilities\nPercentage 10\n\nDuties\nDocumentation of all orders, procedures and patient encounter notes on the patient&rsquo;s electronic medical record.\n\nSpecific Duties and Responsibilities\nPercentage 5\n\nDuties\nRepresents and supports the mission, philosophy and goals of the Department. Participates in clinical and education objectives required for licensure, certification and credentialing. Responsible for assisting in development, implementing and maintaining established departmental and hospital policies and procedures, including quality assurance, environmental, HIPAA, and infectious control regulations. Responsible for development and maintenance of inpatient protocols for APRN OR PA OR PA activity under the direction of USF Cardiology Faculty.\n\nSpecific Duties and Responsibilities\nPercentage 5\n\nDuties\nParticipation in Departmental Conferences, educational activities, and Quality Assurance and Improvement Programs and coordinates Quality Improvement processes.\n\nSpecific Duties and Responsibilities\nPercentage 5\n\nDuties\nOther duties as assigned",,,,,
"Family Nurse Practitioner or Physician Assistant",https://www.indeed.com/rc/clk?jk=300a62f97146e068&fccid=19f716207eafb83f&vjs=3,"Who is OurHealth?\n\nOurHealth is a team of people dedicated to transforming healthcare by providing employer-sponsored primary care clinics focused on the best patient care. We are partners in working for total well-being through thorough appointments, dedicated health coaching and a strong referral network. We are passionate about our patients, and it shows! Learn more at www.ourhealth.org ( http:\u002F\u002Fwww.ourhealth.org\u002F ).\n\nOur mission is to radically transform the consumer healthcare experience.\n\nOur vision is to use compassion, technology, and science to guide people toward better health and greater happiness.\n\nWe educate consumers on which actions lead to greater well-being, make care easier to access when needed, deliver exceptional holistic primary care services, and connect consumers to high value providers to best meet individual needs ensuring more value for each dollar invested.\n\nWhat does OurHealth offer its employees?\n\n\nMore time with patients and less time with paperwork\nA patient-focused primary care model\nA provider-led environment\nMalpractice insurance 100% covered\n\nLocation:\nOurHealth is coming to Orlando and will have multiple opportunities in our new locations around the city!\n\nA Nurse Practitioner or Physician Assistant at OurHealth will do the following on a regular basis:\n\n\nProvide exceptional patient care including diagnosis, evaluation, guidance, and treatment within scope of practice, experience, and knowledge base.\nProvide annual physicals, wellness and education, acute care, management of chronic conditions, lab testing, value based referrals, and medication dispensing.\nEffectively use readiness assessment, motivational interviewing, goal setting, appreciative inquiry and barrier resolution techniques to assist participants in developing individualized plans for successful behavior change.\nInterpret health risk assessment, biometric screening or previous provider visit results as a basis for future visits.\nUnderstand how to work with individuals on primary, secondary or tertiary prevention education strategies using research proven information.\nUnder the leadership of the Medical Director, provide guidance to the clinic.\nMaintain consistent and accurate provider documentation for reporting purposes.\n\nA successful Nurse Practitioner or Physician Assistant at OurHealth will have the following:\n\n\nActive credentials\u002Flicensure as a Nurse Practitioner or Physician Assistant\nA minimum of two years' experience in a family practice or primary care setting\nExperience working with an EMRsystem\nAbility to maintain appropriate licensure and certification, includingCME requirements\nA commitment to OurHealth's mission\nDesire to provide concierge-level of customer service to your patients\nA team-oriented attitude\nAbility to exhibit self-awareness and knowledge of your limits\nStrong communication skills\nWillingness to be flexible and accommodate change\nAbility to work 4-6 Saturdays in a 12 month period\n\n",,,,,
"APRN or Physician Assistant",https://www.indeed.com/rc/clk?jk=615ee1003f940e7d&fccid=a21f87811f0d0d52&vjs=3,"Florida Medical Clinic, LLC\n\nJob Description\n\nJob Title: APRN\u002FPA\n\nDepartment: Urgent Care\n\nReports to: Supervising Physician & Director\u002FAssociate Director of Physician Offices\n\nJob Summary: Responsibilities of APRN\u002FPA under general supervision of provider.\n\nEssential Functions of the Position: Looking for an experienced APRN\u002FPA for our Zephyrhills Urgent Care.\n\n\nEvaluate Patients\nObtain and record health histories\nPerform physical and development assessments\nOrder appropriate diagnostic tests and labs\nDiagnose and treat health conditions\nManage the health care of those patients for which they have been educated to provide health teaching and counseling\nInitiate referrals as appropriate consulting with Supervising Physician\nComplete all documentation timely, efficiently and in its entirety\nMaintain health record and document all items required for Meaningful Use\nDaily responsibilities\nAccurately completes all patient notes within 48 hours\nForwards completed documentation to Supervising Provider for signature\nAll outpatient patient charges are entered at the end of each patient encounter\nAddresses and completes all patient tasks daily\nAssists supervising provider with completion of their tasks\nAssist with paperwork and forms as directed by the physician\nReturns patient calls as needed\nCompletes end of day process\nVerify all messages have been handled for the day\nEnsure tasks, labs, diagnostics have been reviewed and addressed as needed\nCommunicate with supervising physician any items that need to be addressed for the clinic\nLog off their work stations properly\n\nAdditional Responsibilities:\n\nProvides excellent customer service to his\u002Fher team, patients, and public\nMaintains an organized and clean work area\nPerforms other incidental and related duties as required and assigned\nAttends all meetings required by physician, hospitals, or Director\u002FAssociate Director\nAttends yearly Florida Medical Clinic Physician Conference\nParticipates in monthly CTT meetings\nConsults supervising provider as needed for client care\n\nPhysical and Mental Demands:\n\nNormal physical ability\nAbove average concentration and high level complexity of decision making\nHigh level verbal and written communication skills\nAbove average ability to manage multiple tasks simultaneously\nHigh tolerance to stressful situations\n\nOccupational Exposure:\n\nHigh risk exposure to bloodborne pathogens and chemical hazards\n\nJob Qualifications: Urgent Care experience preferred.\n\n\nLicensed APRN or PA\nExcellent interpersonal and communication skills\nStrong computer proficiency\nAbility to plan ahead, organize and manage multiple priorities\n\n",,,,,
"Hospitalist Nurse Practitioner or Physician Assistant - Nocturnist",https://www.indeed.com/rc/clk?jk=fafa0fc8e8cd847e&fccid=55350884be89255e&vjs=3,"VP Health is Tampa Bay's most innovative and comprehensive Hospitalist group. We specialize in providing the highest quality of acute care in the hospital setting and are actively seeking providers to join our team as we grow! Being physician owned and operated, we understand the importance of a healthy and exciting work environment and strive to provide that for all of our team members. We are looking to add night time providers to our practice. Prior work with night shifts is preferred. Details for this position including the following: Competitive base salary with production bonus 12 hour night shift 7 on 7 off with physician backup7pm to 12am in-house. Remaining shift can be done from homeNo Unassigned ED call Full Benefits available Please Email for further details!Job Type: Full-timeExperience:Night shift work: 1 year (Preferred)Internal Medicine: 1 year (Preferred)License:APRN or PA (Required)Additional Compensation:BonusesWork Location:Multiple locationsBenefits:Health insuranceDental insuranceVision insuranceRetirement planEnvironment:InpatientEmployer type:General hospitalShift Length:12 hoursSchedule:Night Shift",,,,,
"Part Time/PRN Cardiology Nurse Practitioner or Physician Assistant",https://www.indeed.com/rc/clk?jk=3fecc43f9597becd&fccid=1cae84aa31618cbb&vjs=3,"We are looking for a part-time -p.r.n. Nurse practitioner or Physician Assistant for cardiology practice in Saint Augustine, FL. Travel may be required for different locations. If you are interested with this position, you will be working average every 3rd weekend and some holidays. During the weekdays, certain days we are also going to ask your assistance; we are looking for flexible practitioners who can provide high quality services; although we prefer to have experienced provider, we may be interested with candidates with no clinical work experience, who had excellent education and training, and with good personality. Flexibility, good attitude, reliability and getting along with other people are very important. if you are interested, please submit your resume along with current contact information. Thank you for your interest.Job Type: Part-time",,,,,
